Tool,Type,Topic,Language,Input,Format input,Output,Format output,Design,Build,Test,Learn,Country/Node,Sequence (i),Protein structure (o),In_DBTL_Cycle,DB,DT,DL,BT,BL,TL,DBT,DBL,DTL,BTL,DBTL
AUC comparison p-value,Library,,MATLAB,,,,,0,0,0,0,Louis Mayaud,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Regularized Optimal Affine Discriminant (ROAD),Library,"Biomedical science, Biology, Statistics and probability",MATLAB,,,,,0,1,0,1,Yang Feng,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Radon BackProjection Algorithm,Library,"Tomography, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Enio,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Segmentation using morphology,Library,"Medical imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Benjamin I,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QUDeX-MS,Library,"Proteomics experiment, Physics, Small molecules",MATLAB,,,,,1,0,1,1,Joseph Salisbury,0,0,1,0,1,1,0,0,1,0,0,1,0,0
Anatomical data visualization toolfbox for fMRI ECoG,Suite,"MRI, Neurobiology, Biology",MATLAB,,,,,0,1,0,0,Edden M. Gerber,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Corona Exponential Fit For Any Country Using Latest Data,Library,"Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Tom Viering,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sphere assay image size analysis,Library,"Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Patrick Granton,0,0,1,0,0,0,0,0,0,0,0,0,0,0
drawCell,Library,"Cell biology, Biomedical science, Bioinformatics, Microarray experiment, Gene expression",MATLAB,,,,,0,0,1,1,Andrew Woodward,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Inverse Gradient,Library,"Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Patrick Lu,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brain-MRI-Age-Classification-using-Deep-Learning,Library,"MRI, Neurobiology, Machine learning, Biology",MATLAB,,,,,0,1,0,1,Vijay Iyer,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Aggregation of particles in 2D grid using global control,Library,"Mathematics, MRI",MATLAB,,,,,0,0,0,0,Aaron T. Becker's Robot Swarm Lab,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A GUI for bacterial identification,Library,"Biomedical science, Statistics and probability, Biology",MATLAB,,,,,0,1,0,1,juntao jia,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Cryo-EM image simulator,Library,"Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Fred Sigworth,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Novel Retinal Vessel Segmentation Algorithm: Fundus Images,Library,"Imaging, Biomedical science, Biology, Medicine",MATLAB,,,,,0,1,0,0,Tyler Coye,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COVID-19 - TextAnalytics,Library,"Public health and epidemiology, Natural language processing, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Sohini Sarkar,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fitVirusCV19v3,Library,"Public health and epidemiology, Biomedical science, Biology, Imaging",MATLAB,,,,,0,1,0,0,JM2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COVID19 Data Fitting,Library,"Public health and epidemiology, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Lorand Gabriel Parajdi,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reconstruction of Image from Simple Back Projection,Library,"Tomography, Mathematics, Medical imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Shrinivas,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Optometrika,Library,"Imaging, Physics, Biomedical science, Biology",MATLAB,,,,,0,1,0,1,Yury,0,0,1,0,0,0,0,1,0,0,0,0,0,0
CoordinateServer,Web application,Data visualisation,,Query script,,Protein structure,,0,0,1,0,Czech Republic,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2DProts,"Web API, Database portal",Structural biology,,Protein structure,PDB database entry format,Protein structure image,Image format,0,0,0,0,Czech Republic,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MetaboNetworks,Library,"Metabolomics, Small molecules, Endocrinology and metabolism",MATLAB,,,,,1,0,1,0,Joram Posma,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Multi Scenario WECS based Microgrid 2017,Library,"Biomedical science, Biology, Imaging",MATLAB,,,,,0,1,0,0,rasool alturfi,0,0,1,0,0,0,0,0,0,0,0,0,0,0
subroutines NeuroFIT,Library,"Neurobiology, Imaging, Physics, Cell biology",MATLAB,,,,,0,0,0,1,Brad,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GW6 - Grand-average ERP algorithm,Library,"Neurobiology, Biology, Mathematics",MATLAB,,,,,0,1,0,0,marco.bilucaglia,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cell Cycle Analysis,Library,"Cell biology, Imaging, Workflows",MATLAB,,,,,0,0,0,0,Brian DuChez,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIB,Desktop application,"Light microscopy, Electron microscopy, Tomography",MATLAB,,,,,0,0,0,0,Ilya Belevich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microscopy Image Browser 2 (MIB2),Library,"Imaging, Machine learning, Biomedical science, Biology",MATLAB,,,,,0,1,0,1,Ilya Belevich,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3D Free Form Image Registration Toolbox (GUI),Library,"Biophysics, Imaging, Biomedical science",MATLAB,,,,,0,0,0,0,Daniel Markel,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAentropy,Library,"Mathematics, Model organisms",MATLAB,,,,,0,0,0,0,Ehsan Tahami,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simple leaf disease detection,Library,"Pathology, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,NAGARATHNA RAMESH,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Feature Selection Based on Interaction Information,Library,"Statistics and probability, Biomedical science, Machine learning, Biology",MATLAB,,,,,0,1,0,1,Stefan Schroedl,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Taxi - movement of bacteria to the food,Library,"Chemistry, Physics, Biomedical science, Biology",MATLAB,,,,,1,1,0,1,Shmuel Ben-Ezra,0,0,1,1,0,1,0,1,0,0,1,0,0,0
SimBiology model for PK PD of antibacterial drugs,Library,"Physics, Drug metabolism, Microbiology",MATLAB,,,,,0,0,0,1,Fulden Buyukozturk,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Spherical K-means algorithm,Library,"Microarray experiment, Gene expression, Machine learning, Data mining, Bioinformatics",MATLAB,,,,,0,0,1,1,Xuan Vinh Nguyen,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Michi Tracer,Library,"Neurobiology, Imaging, Biology",MATLAB,,,,,0,1,0,0,Michele Giugliano,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AFM Image Analysis,Library,"Imaging, Chemistry, Physics, Biomedical science, Biology",MATLAB,,,,,1,1,0,1,Prashant Patil,0,0,1,1,0,1,0,1,0,0,1,0,0,0
Blood cells tracking and measurement by using spatiotemporal images analysis,Library,"Cell biology, Biomedical science, Imaging",MATLAB,,,,,0,0,0,0,Chen yuan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Image Section Generator,Library,"Electron microscopy, Light microscopy, Physics, Biomedical science",MATLAB,,,,,0,0,0,1,Alison Chaiken,0,0,1,0,0,0,0,0,0,0,0,0,0,0
International Classification of Diseases 9 (ICD-9) Classifier (Unofficial),Library,"Public health and epidemiology, Pathology, Medical informatics, Biomedical science, Medical imaging",MATLAB,,,,,0,0,0,0,Tom Pollard,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mwwtest,Library,"Statistics and probability, Machine learning",MATLAB,,,,,0,0,0,1,Giuseppe Cardillo,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Extract platelet area fraction from microscope images,Library,"Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Andrew,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cone beam CT simulation,Library,"Tomography, Biophysics, Biomedical science",MATLAB,,,,,0,0,0,0,Deshan Yang,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toolkit for Pulsatile flow in arteries,Suite,"Imaging, Haematology",MATLAB,,,,,0,0,0,0,Alip,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT reconstruction package,Library,"Tomography, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Mark Bangert,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Comprehensive colour normalization,Library,"Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Niels Schurink,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rosin-Rammler Diagram plotting tool,Library,"Biomedical science, Biology, Imaging",MATLAB,,,,,0,1,0,0,Ivan Brezani,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MotifCatcher,Library,"Sequence sites, features and motifs, Sequence analysis, Bioinformatics",MATLAB,,,,,1,0,0,1,Phillip Seitzer,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Flu model,Library,"Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Leonardo,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CVXB,Library,"Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Dominique Zosso,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cell Viability Estimator for 3D Scaffolds,Library,"Cell biology, Biomedical science, Imaging",MATLAB,,,,,0,0,0,0,Benjamin Gantenbein,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electrical resistivity tomography Geometric Factors,Library,"Tomography, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Sathyanarayan Rao,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fitVirusCV19-state,Library,"Public health and epidemiology, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,JM2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
coloc3D,Library,"Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,W. Bryan Smith,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Electromyographic signal Analysis Tool,Library,Imaging,MATLAB,,,,,0,0,0,0,Michala,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MetMAP,Library,"Endocrinology and metabolism, Molecular interactions, pathways and networks, Biotechnology",MATLAB,,,,,0,0,0,0,Julio Vera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Artificial Landscape for Single-Objective Problems,Library,"Machine learning, Sequencing, Evolutionary biology",MATLAB,,,,,0,1,0,1,Seyed Muhammad Hossein Mousavi,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Covid GUI,Library,"Public health and epidemiology, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Peter Seibold,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Magnetic susceptibility measurement,Library,"MRI, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Seon ha Hwang,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Image to Volume Conversion for Representing Materials Topography,Library,"Electron microscopy, Biomedical science",MATLAB,,,,,0,0,0,0,Kateryna Artyushkova,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geometrical interpretation of the 1-D DFT,Library,"Biomedical science, Imaging, Biology",MATLAB,,,,,0,1,0,0,Michael Chan,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Genomic signature using FCGR,Library,"DNA, Bioinformatics",MATLAB,,,,,0,0,1,1,Jesús P. Mena-Chalco,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Locating Retinal Blood Vessels on Fundus Images by Kirsch s Template and Fuzzy C-Means,Library,"Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Jemima Jeba,0,0,1,0,0,0,0,0,0,0,0,0,0,0
doseResponse,Library,"Physiology, Pharmacology, Biology",MATLAB,,,,,0,1,0,0,Ritchie Smith,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STORM-based Relative Localization Analysis,Library,"Imaging, Physics, Biomedical science, Biology",MATLAB,,,,,0,1,0,1,Rengasayee Veeraraghavan,0,0,1,0,0,0,0,1,0,0,0,0,0,0
India COVID-19 Patients Forecastive Model and Standalone App,Library,"Biomedical science, Biology, Machine learning",MATLAB,,,,,0,1,0,1,Akhilesh  Kumar,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Gibbs Motif Sampler,Library,"Sequence sites, features and motifs, Statistics and probability, DNA",MATLAB,,,,,1,0,1,1,Brad Ridder,0,0,1,0,1,1,0,0,1,0,0,1,0,0
Protein Analyzing Tools,Library,"Physics, Protein expression",MATLAB,,,,,0,0,0,1,Asadur Rahman,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Image Acquisition Toolbox Support Package for Matrox Hardware,Library,"Imaging, Biomedical science, Data acquisition, Biology",MATLAB,,,,,0,1,0,0,MathWorks Image Acquisition Toolbox Team,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Semantic Breast Tumor Segmentation by CNN,Library,"MRI, Neurobiology, Machine learning, Biology",MATLAB,,,,,0,1,0,1,Majid Farzaneh,0,0,1,0,0,0,0,1,0,0,0,0,0,0
fitCOVID19_BranchingProcess,Library,"Public health and epidemiology, Biomedical science, Biology, Statistics and probability",MATLAB,,,,,0,1,0,1,Plamen Trayanov,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2D Image cepstral analysis,Library,"Imaging, Machine learning, Biomedical science, Biology",MATLAB,,,,,0,1,0,1,Pavel Paunov,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Taxonomic Annotation of BLAST Reports,Library,"Taxonomy, Bioinformatics, Genomics",MATLAB,,,,,0,0,0,1,Paola Favaretto,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SVM-RFE,Library,"Data mining, Biomedical science, Bioinformatics, Biology",MATLAB,,,,,0,1,0,1,Ke Yan,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Simulitis (A Coronavirus Simulation),Library,"Infectious disease, Biomedical science, Mathematics, Biology",MATLAB,,,,,0,1,0,0,Joshua Gafford,0,0,1,0,0,0,0,0,0,0,0,0,0,0
readISQ,Library,"Tomography, Medical imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Johan Karlsson,0,0,1,0,0,0,0,0,0,0,0,0,0,0
measurePSF,Library,"Neurobiology, Imaging, Biology",MATLAB,,,,,0,1,0,0,Rob Campbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Image Acquisition Toolbox Support Package for QImaging Hardware,Library,"Imaging, Biomedical science, Data acquisition, Biology",MATLAB,,,,,0,1,0,0,MathWorks Image Acquisition Toolbox Team,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COVID-19 World Spread Animation,Library,"Public health and epidemiology, Zoology, Biomedical science, Imaging",MATLAB,,,,,0,0,0,0,JM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COVID19 Realtime tracking simulation for Indian states,Library,"Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Siddharth Kumar,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Imagic, MRC, DM and STAR file IO",Library,"Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Fred Sigworth,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FRAP analysis,Library,"Physics, Lipids, Biomedical science, Biology",MATLAB,,,,,0,1,0,1,Peter Jönsson,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Localization of Hard Exudates in Retinal Fundus Images,Library,"Imaging, Biomedical science, Data mining, Biology",MATLAB,,,,,0,1,0,0,Bagadam David,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mammogram,Library,"Imaging, Cell biology, Oncology",MATLAB,,,,,0,0,0,0,deepukv,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leukemia cancer detection,Library,"Oncology, Imaging, Protein expression",MATLAB,,,,,0,0,0,0,Vivek Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detection of Brain Tumor using 2D MRI Slices,Library,"MRI, Neurobiology, Biophysics, Mapping",MATLAB,,,,,0,0,0,0,pugalenthi R,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungarian Algorithm for Linear Sum Assignment Problem,Library,,MATLAB,,,,,0,0,0,0,ondrejdee,0,0,0,0,0,0,0,0,0,0,0,0,0,0
segmentation evaluatation,Library,Imaging,MATLAB,,,,,0,0,0,0,M. A Balafar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA MicroArray Image Processing Case Study,Library,"Imaging, Gene expression, Microarray experiment, Biomedical science",MATLAB,,,,,0,0,1,0,Robert Bemis,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ExtractBiggestBlob,Library,"Biomedical science, Biology, Imaging",MATLAB,,,,,0,1,0,0,Rahul punk,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SIRModelSimulation,Library,"Public health and epidemiology, Infectious disease, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Lateef Adewale Kareem,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Read and write PDB files using MATLAB,Library,"Biomedical science, Biology, Bioinformatics",MATLAB,,,,,0,1,0,1,Evan,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Get binary volumes from a volume of labels integers,Library,,MATLAB,,,,,0,0,0,0,Christopher Coello,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood vessel segmentation in retinal images using mathematical morphology,Library,"Imaging, Mathematics, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Ashkan Abbasi,0,0,1,0,0,0,0,0,0,0,0,0,0,0
improj3,Library,"MRI, Medical imaging, Biophysics, Biomedical science",MATLAB,,,,,0,0,0,0,Fang Liu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StackSlider,Library,"Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Otto Manneberg,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matlab for Femlab models,Library,"Mathematics, Tomography, MRI",MATLAB,,,,,0,0,0,0,Rex Cheung,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simulink Virus Simulator,Library,"Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Guy Rouleau,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Conway Game of Life,Library,"Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Ibraheem Al-Dhamari,0,0,1,0,0,0,0,0,0,0,0,0,0,0
leave detection and feature,Library,"Biomedical science, Plant biology, Imaging",MATLAB,,,,,0,0,0,0,Ahmed Raafat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lou Gehrig s disease detection by using Watershed Technique,Library,Pathology,MATLAB,,,,,0,0,0,0,ALI  AKBAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reconstruction and Spectral Analysis for Optical Coherence Tomography,Library,"Tomography, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Orly Liba,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Management of Accession Numbers and sequences,Library,"Bioinformatics, Biological databases",MATLAB,,,,,0,0,0,1,José Luis Ruiz,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MVIC Combination Generator,Library,,MATLAB,,,,,0,0,0,0,Fabien,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC3B ROI Quantification,Library,"Biomedical science, Imaging, Biology",MATLAB,,,,,0,1,0,0,Joaquin Quintana,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Calculate number of cycles in genetic 2-Break distance problem,Library,Genetics,MATLAB,,,,,0,1,0,0,Shuang Wang,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Michi Shape Plotter,Library,"Neurobiology, Imaging, Biology",MATLAB,,,,,0,1,0,0,Michele Giugliano,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lognormal Perfusion Model,Library,Echography,MATLAB,,,,,0,0,0,0,John Hudson,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaloDom,Web service,"Biology, Computational biology, Biological databases, Comparative genomics, Metagenomics",,,,,,1,1,0,1,Ilias Kappas,0,0,1,1,0,1,0,1,0,0,1,0,0,0
SIRD model for COVID-19 outbreaks,Library,"Public health and epidemiology, Evolutionary biology, Biomedical science, Mathematics, Infectious disease",MATLAB,,,,,0,0,0,0,Diego Caccavo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BP_annotate,Library,"Cardiology, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Alexandre Laurin,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MCShape,Library,"Biomedical science, Imaging, Cell biology",MATLAB,,,,,0,0,0,0,Brian Schmidt,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liposome Analysis,Library,"Biomedical science, Imaging, Biology",MATLAB,,,,,0,1,0,0,Maxim,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amino acid conservation.zip,Library,"Small molecules, Biomedical science, Biology",MATLAB,,,,,1,1,0,0,Guangdi Li,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Function for Counting Colors in a Skin Lesion,Library,"Oncology, Imaging, Dermatology",MATLAB,,,,,0,0,0,0,Tyler Coye,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-directional transient cells,Library,"Neurobiology, Machine learning, Cell biology",MATLAB,,,,,0,0,0,1,Massimiliano Versace,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SigProfiler,Library,"Genetic variation, Oncology, Genomics, Transcription factors and regulatory sites",MATLAB,,,,,0,0,0,0,Ludmil Alexandrov,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resonant Ultrasound Spectroscopy (RUS),Library,"NMR, Echography, Biomedical science",MATLAB,,,,,0,0,0,0,Matt Fig,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unfoldprotein,Library,"Proteins, Biology, Nucleic acid structure analysis",MATLAB,,,,,0,1,0,0,Kristopher White,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IMLOOK3D,Library,"Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Omer Demirkaya,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Liddell,Library,"Public health and epidemiology, Biomedical science, Statistics and probability, Biology",MATLAB,,,,,0,1,0,1,Giuseppe Cardillo,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Automated Counting of Bacterial Colonies,Library,"Physics, Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,1,Daniel Asarnow,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Electrical Impedance Tomography Image Reconstruction using MATLAB based freeware EIDORS,Library,"Tomography, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Sathyanarayan Rao,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Feature-based retinal image registration,Library,"Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Li CHEN,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Detection of Period-3 Behavior in F56F11.4 gene Using Singular Value Decomposition,Library,"Gene transcripts, DNA",MATLAB,,,,,0,0,1,0,Ismail M. El-Badawy,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Labial thermistor and potentiometer processing,Library,"Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Nicole Prause,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Modeling Lung Cancer Diagnosis Using Bayesian Network Inference,Library,"Biomedical science, Oncology, Biology",MATLAB,,,,,0,1,0,0,Paola Favaretto,0,0,1,0,0,0,0,0,0,0,0,0,0,0
G-Code Reader,Library,"Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Tom Williamson,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MSAVOLVE,Library,"Sequence analysis, Structure analysis, Proteins",MATLAB,,,,,0,0,0,0,Domenico Gatti,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maximum Intensity Projection with color coding for depth,Library,"MRI, Tomography, Medical imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Job,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Read .dm3 and .dm4 image files,Library,"Imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Fred Sigworth,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Three Dimensional Analytical Magnetic Resonance Imaging Phantom in the Fourier Domain,Library,"MRI, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Cheng Guan Koay,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Glucose Insulin modeling,Library,"Nutritional science, Biology, Physiology",MATLAB,,,,,0,1,0,0,DaveA Albers,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Medical Ventilator Model in Simscape,Library,"Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Steve Miller,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sigma M,Library,"Mathematics, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,David Terr,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ACEInhibPKPD,Library,"Mathematics, Systems biology, Biotherapeutics",MATLAB,,,,,1,0,0,0,Ashlee N. Ford Versypt,0,0,1,0,0,0,0,0,0,0,0,0,0,0
intersect sets,Library,"Biomedical science, Biology, Statistics and probability",MATLAB,,,,,0,1,0,1,Nick,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Analysis of Platelet Aggregate Morphology Using 2-D Autocorrelation,Library,"Imaging, Biology, Biomedical science",MATLAB,,,,,0,1,0,0,Thomas Colace,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RefineAlignments,Library,"Sequence analysis, Biology, Bioinformatics",MATLAB,,,,,0,1,0,1,Will Dampier,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2D AR and 2D ARMA parameters estimation,Library,,MATLAB,,,,,0,0,0,0,Simona Maggio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell segmentation methods comparison,Library,"Cell biology, Biomedical science, Imaging",MATLAB,,,,,0,0,0,0,Tomas Vicar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COVID-19 Spread Model,Library,"Public health and epidemiology, Infectious disease, Biomedical science, Respiratory medicine, Biology",MATLAB,,,,,0,1,0,0,Deepesh B,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Advance Resistance Calculator,Library,,MATLAB,,,,,0,0,0,0,Yawar Rehman,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReCOVER,Library,"Public health and epidemiology, Machine learning, Biomedical science, Biology",MATLAB,,,,,0,1,0,1,Ajitesh Srivastava,0,0,1,0,0,0,0,1,0,0,0,0,0,0
An Efficient Technique for White Blood Cells Nuclei Automatic Segmentation,Library,"Cell biology, Biomedical science, Imaging",MATLAB,,,,,0,0,0,0,Mostafa M. A. Mohamed,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSEA2,Library,"Bioinformatics, Genetics",MATLAB,,,,,0,1,0,1,Wei Keat Lim,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Matroid intersection algorithm,Library,Mathematics,MATLAB,,,,,0,0,0,0,Yuan Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Semi Automatic Medical Image 3D segmentation,Library,"Medical imaging, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Brad  Moffat,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Synaptus,Library,"Echography, Biomedical science, Biology",MATLAB,,,,,0,1,0,0,Martin Skjelvareid,0,0,1,0,0,0,0,0,0,0,0,0,0,0
